time,epoch,batch,loss,cost
  0m00s,0,0,-0.234,15.287
  0m01s,0,10,44.036,11.768
  0m01s,0,20,27.061,11.017
  0m01s,0,30,19.226,10.631
  0m01s,0,40,15.144,10.332
  0m01s,0,50,12.481,10.069
  0m01s,0,60,10.549,9.867
  0m01s,0,70,8.992,9.723
  0m01s,0,80,7.854,9.601
  0m01s,0,90,6.949,9.504
  0m01s,0,100,6.247,9.422
  0m01s,0,110,5.666,9.347
